CourseType,Description,Locations,MaximumAge,MinimumAge,Provider,SkillLevel,Title,Topic,URL
Class / Web Course,"
Illustrator CS6: Advanced, ACE Edition, is part of a two-course ILT series, which is designed to help students prepare for the Adobe Certified Expert exam for Illustrator CS6. In this course, students will learn more advanced techniques for working with paths, masks, fills, and strokes. Students will also learn how to use transformation tools, envelopes, filters, effects, and graphic styles. In addition, students will learn how to convert raster images to vector art and how to manage color settings, color separations, and print specifications. Finally, students will learn how to work with slices and how to optimize and export images for the Web.","['1700 7th Ave #2100', '14205 SE 36th St #100', '19125 North Creek Pkwy #120']",-1,-1,ONLC,Intermediate / Advanced,Adobe Illustrator CS6 Advanced Course Outline | ONLC,Software,https://www.onlc.com/outline.asp?loc=WASE&ccode=WILMC6
Class / Web Course,"
This class includes a thorough review of the InDesign interface including how to use tools and panels, and how to customize and save workspaces. You will learn how to set up documents and save document presets, and navigate and zoom in and out as needed as you work on layouts.","['1700 7th Ave #2100', '14205 SE 36th St #100', '19125 North Creek Pkwy #120']",-1,-1,ONLC,Intermediate / Advanced,Adobe InDesign CC Core Skills: Level 1 Course Outline | ONLC,Software,https://www.onlc.com/outline.asp?loc=WASE&ccode=IID1C8
Class / Web Course,"
Once you gain a foundation and some experience using Core Skills, you are ready for Level 2 training. IMPORTANT: To ensure you have the necessary skills for successful participation in the Level 2 training for InDesign, please carefully review the topics included in the Level 1 course for InDesign.","['1700 7th Ave #2100', '14205 SE 36th St #100', '19125 North Creek Pkwy #120']",-1,-1,ONLC,Intermediate / Advanced,Adobe InDesign CC Core Skills: Level 2 Course Outline | ONLC,Software,https://www.onlc.com/outline.asp?loc=WASE&ccode=IID2C8
Class / Web Course,"
This class covers utilizing Adobe InDesign CC for the purpose of creating and exporting your own e-Books.","['1700 7th Ave #2100', '14205 SE 36th St #100', '19125 North Creek Pkwy #120']",-1,-1,ONLC,Intermediate / Advanced,Adobe InDesign CC - Creating e-Books Course Outline | ONLC,Software,https://www.onlc.com/outline.asp?loc=WASE&ccode=IIDEC8
Class / Web Course,"
InDesign CS6 Introduction is part of an ILT series, which is designed to help students prepare for the Adobe Certified Expert exam for InDesign CS6. This course will teach students fundamental concepts, terminology, and the basic features of Adobe InDesign CS6.","['1700 7th Ave #2100', '14205 SE 36th St #100', '19125 North Creek Pkwy #120']",-1,-1,ONLC,Intermediate / Advanced,Adobe InDesign CS6 Level 1 Course Outline | ONLC,Software,https://www.onlc.com/outline.asp?loc=WASE&ccode=WIDIC6
Class / Web Course,"
InDesign CS6 Level 2 is part of an ILT series, which is designed to help students prepare for the Adobe Certified Expert exam for InDesign CS6. This course will teach students how to format colums, frames and pages, as well as, document options, colors, tables and vectors.","['1700 7th Ave #2100', '14205 SE 36th St #100', '19125 North Creek Pkwy #120']",-1,-1,ONLC,Intermediate / Advanced,Adobe InDesign CS6 Level 2 Course Outline | ONLC,Software,https://www.onlc.com/outline.asp?loc=WASE&ccode=WIDMC6
Class / Web Course,"
Learn Adobe Muse CC from the ground up and create responsive websites using the latest web standards without writing any code. Start by planning your project using a site map and master pages. Design your responsive pages and add interactivity through buttons, links, widgets, and much more, testing your design across various screen sizes along the way. Finally, publish your site via Adobe Hosting (Business Catalyst) or standard web hosting, and learn how to export optimized web content (HTML, etc.).","['1700 7th Ave #2100', '14205 SE 36th St #100', '19125 North Creek Pkwy #120']",-1,-1,ONLC,Intermediate / Advanced,Adobe Muse CC (Creative Cloud release) Course Outline | ONLC,Software,https://www.onlc.com/outline.asp?loc=WASE&ccode=IAM7CC
Class / Web Course,"
This class includes a thorough review of the Photoshop interface including how to use tools and panels, and how to customize and save workspaces.","['1700 7th Ave #2100', '14205 SE 36th St #100', '19125 North Creek Pkwy #120']",-1,-1,ONLC,Intermediate / Advanced,Adobe Photoshop CC Core Skills: Level 1 Course Outline | ONLC,Software,https://www.onlc.com/outline.asp?loc=WASE&ccode=IPS1C8
Class / Web Course,"
Once you gain a foundation and some experience using Core Skills, you are ready for Level 2 training. IMPORTANT: To ensure you have the necessary skills for successful participation in the Level 2 training for Photoshop, please carefully review the topics included in the Level 1 course for Photoshop.","['1700 7th Ave #2100', '14205 SE 36th St #100', '19125 North Creek Pkwy #120']",-1,-1,ONLC,Intermediate / Advanced,Adobe Photoshop CC Core Skills: Level 2 Course Outline | ONLC,Software,https://www.onlc.com/outline.asp?loc=WASE&ccode=IPS2C8
Class / Web Course,"
Photoshop CS6 Introduction, is the first in a series of ILT courses that provide instruction on how to use Photoshop CS6 to create professional-looking images for both print and the Web.","['1700 7th Ave #2100', '14205 SE 36th St #100', '19125 North Creek Pkwy #120']",-1,-1,ONLC,Intermediate / Advanced,Photoshop CS6 Introduction Course Outline | ONLC,Software,https://www.onlc.com/outline.asp?loc=WASE&ccode=IPSIC6
Class / Web Course,"
In this course, students will learn how to use color fills, gradients, patterns, and overlays. Students will also create layer masks, grayscale masks, and clipping masks to show or hide various parts of an image. Students will then learn how to create and edit paths and convert type to paths. In addition, students will learn how to apply a variety of creative effects, use the Vanishing Point feature and Smart Filters. Finally, students will learn how to work more efficiently in Photoshop.","['1700 7th Ave #2100', '14205 SE 36th St #100', '19125 North Creek Pkwy #120']",-1,-1,ONLC,Intermediate / Advanced,Photoshop CS6 Advanced Course Outline | ONLC,Software,https://www.onlc.com/outline.asp?loc=WASE&ccode=IPSMC6
Class / Web Course,"
In this class you will learn to use Lightroom and Photoshop together to dramatically speed up your workflow and decrease editing time. You will learn when to use each program and how to transfer images back and forth.  Lightroom works essentially as a database or catalogue of all of your images. You will learn how to import, organize, correct and add creative color effects in Lightroom using global and local editing tools, and how to merge multiple exposures and create panoramas.","['1700 7th Ave #2100', '14205 SE 36th St #100', '19125 North Creek Pkwy #120']",-1,-1,ONLC,Intermediate / Advanced,Adobe Photoshop & Lightroom CC - Retouching for Photographers Course Outline | ONLC,Software,https://www.onlc.com/outline.asp?loc=WASE&ccode=IPSLC8
Class / Web Course,"
This course includes an overview of the interface, including how to use tools, panels, and how to switch between Design and Prototype modes. You will learn how to create new files, set up artboards, and use UI kits, which are integrated in XD. You will learn to design on a grid to efficiently adapt designs for various devices including tablets and mobile phones.","['1700 7th Ave #2100', '14205 SE 36th St #100', '19125 North Creek Pkwy #120']",-1,-1,ONLC,Intermediate / Advanced,Adobe XD Core Skills Course Outline | ONLC,Software,https://www.onlc.com/outline.asp?loc=WASE&ccode=IXD1C8
Class / Web Course,"
In this class you will learn to launch your website quickly with the help of a quick WordPress installation guide; create a quality website with a proper assembly of important subpages; install and work with plugins and widgets; install and create attractive themes for your website; create custom menus to improve the user experience of your website; upload multimedia content such as images, audio, and video easily and effectively.","['1700 7th Ave #2100', '14205 SE 36th St #100', '19125 North Creek Pkwy #120']",-1,-1,ONLC,Intermediate / Advanced,WordPress Level 1 Course Outline | ONLC,Software,https://www.onlc.com/outline.asp?loc=WASE&ccode=IWPI4X
Class / Web Course,"
In this class you will learn to launch your website quickly with the help of a quick WordPress installation guide; create a quality website with a proper assembly of important subpages; install and work with plugins and widgets; install and create attractive themes for your website; create custom menus to improve the user experience of your website; upload multimedia content such as images, audio, and video easily and effectively.","['1700 7th Ave #2100', '14205 SE 36th St #100', '19125 North Creek Pkwy #120']",-1,-1,ONLC,Intermediate / Advanced,WordPress Level 2 Course Outline | ONLC,Software,https://www.onlc.com/outline.asp?loc=WASE&ccode=IWPM4X
Class / Web Course,"
This course is designed to give you the ability to create a basic theme and plugin from scratch. You will also be able to modify your theme or plugin using PHP, CSS and HTML best techniques. Before this course you should have a basic understanding of web programming and WordPress.","['1700 7th Ave #2100', '14205 SE 36th St #100', '19125 North Creek Pkwy #120']",-1,-1,ONLC,Intermediate / Advanced,Programming in WordPress Course Outline | ONLC,Software,https://www.onlc.com/outline.asp?loc=WASE&ccode=IWPP4X
Class / Web Course,"Camtasia 9 Introduction Course Outline
           (2 days)
       
        
       
       

Special Note to New Hampshire Residents
This course has not yet been approved by the State's Department of Education. Please contact us to get an update as to when the class should be available in New Hampshire.

Course Overview
Using Camtasia, you can quickly create eLearning for software demonstrations, software simulations, soft skills lessons (such as onboarding or compliance training), and anything in-between. You can render your finished project so it can be accessed by learners using desktop computers, laptops, tablets, and other mobile devices. Your content can be hosted on a web server, LMS, YouTube, and more.
 
In this class you will learn how you can include recordings of existing PowerPoint presentations or software demonstrations created directly on your computer using Camtasia Recorder. You will use the powerful Camtasia Editor to add animations, voiceover audio, graphics, music, annotations, closed captions, quizzes, and even surveys to a project. This class will introduce you to the essential Camtasia 9 skills you need to get up and running with this awesome eLearning development tool as quickly as possible.


Prerequisites
Attendees should have a familiarity with computers.  No prior Camtasia experience is required.

Exploring Camtasia
The Camtasia Interface
The Media Bin and Library
The Canvas and Timeline

The Camtasia Recorder
Rehearsals
Recording Screen Actions
Annotations
Recording Effects

Adding Media
Import a Video
Add a Video to the Timeline
Import Images
Add a Track
Create a Watermark
Add Cursor Effects

Groups, Annotations, Behaviors, and Transitions
Create a Group
Add a Callout
Apply Image Color to Callout Text
Add a Behavior to a Callout
Add a Transition to a Group
Modify Transition Timing

Audio
Add Background Music to a Video
Fade Audio In and Out
Record Voice Narration
Split a Music Clip
Rename Tracks
Silence and Cut Audio

Sharing
Share an MP4
Share to YouTube
Share with a Smart Player
Add a Watermark to a Shared Lesson

Extending, Zooming, Trimming, and Interactivity
Extend a Video Frame
Trim a Video Selection
Add a Zoom-n-Pan
Add a Marker
Add a TOC
Add a Hotspot to the Timeline

Quizzes and Screencast.com
Add a Quiz and Multiple Choice Question
Add a Fill In the Blank Question
Share to Screencast.com

PowerPoint and Captions
Record PowerPoint
Manually Create Closed Captions
Control Caption Timing
Use Speech-to-Text to Create Closed Captions

View outline in Word

       
       ICM109","['1700 7th Ave #2100', '14205 SE 36th St #100', '19125 North Creek Pkwy #120']",-1,-1,ONLC,Intermediate / Advanced,Camtasia 9 Introduction Course Outline | ONLC,Software,https://www.onlc.com/outline.asp?loc=WASE&ccode=ICM109
Class / Web Course,"
Communicating ideas and information is the cornerstone of organizational operations. And, electronic forms of communication have made the transfer of knowledge quick, easy, and inexpensive. The ability to harness the potential of electronic forms of communication is critical in nearly every type of organization. But, in many, if not most, organizations, people work with a wide variety of devices running on a wide variety of platforms. And sometimes, what works well or looks good on one device, won't work at all on another device. Or, your carefully designed and formatted document may end up looking like a jumbled mess on someone else's computer. So, how do you balance the need to communicate ideas to large groups of people with the enormous diversity found in today's electronic devices? The answer: you don't have to because Adobe created the Portable Document Format (PDF) as a solution to incompatible document formats.","['1700 7th Ave #2100', '14205 SE 36th St #100', '19125 North Creek Pkwy #120']",-1,-1,ONLC,Intermediate / Advanced,Adobe Acrobat DC Introduction Course Outline | ONLC,Software,https://www.onlc.com/outline.asp?loc=WASE&ccode=WAA1DC
Class / Web Course,"
As a business professional, you have some experience using Adobe® Acrobat®. Now you're ready to take further advantage of all the features of Acrobat Pro DC to bring your documents to the next level. Whether you are creating PDFs for commercial printing or for viewing digital versions on a range of platforms, Adobe Acrobat Pro DC enables you to output your content so your audience will be able to access and view the document just the way you intended.","['1700 7th Ave #2100', '14205 SE 36th St #100', '19125 North Creek Pkwy #120']",-1,-1,ONLC,Intermediate / Advanced,Adobe Acrobat DC Advanced Course Outline | ONLC,Software,https://www.onlc.com/outline.asp?loc=WASE&ccode=WAA2DC
Class / Web Course,"
Communicating ideas and information is the cornerstone of organizational operations. And, electronic forms of communication have made the transfer of knowledge quick, easy, and inexpensive. The ability to harness the potential of electronic forms of communication is critical in nearly every type of organization. But, in many, if not most, organizations, people work with a wide variety of devices running on a wide variety of platforms. And sometimes, what works well or looks good on one device, won't work at all on another device. Or, your carefully designed and formatted document may end up looking like a jumbled mess on someone else's computer. So, how do you balance the need to communicate ideas to large groups of people with the enormous diversity found in today's electronic devices? The answer: you don't have to because Adobe created the Portable Document Format as a solution to incompatible document formats.","['1700 7th Ave #2100', '14205 SE 36th St #100', '19125 North Creek Pkwy #120']",-1,-1,ONLC,Intermediate / Advanced,Adobe Acrobat XI Introduction Course Outline | ONLC,Software,https://www.onlc.com/outline.asp?loc=WASE&ccode=WAA111
Class / Web Course,"
As a business professional, you have some experience using Adobe® Acrobat®. Now you're ready to take further advantage of all the features of Acrobat XI to bring your documents to the next level. Whether you are creating PDFs for commercial printing or for viewing digital versions on a range of platforms, Adobe Acrobat XI enables you to output your content so your audience will be able to access and view the document just the way you intended.","['1700 7th Ave #2100', '14205 SE 36th St #100', '19125 North Creek Pkwy #120']",-1,-1,ONLC,Intermediate / Advanced,Adobe Acrobat XI Advanced Course Outline | ONLC,Software,https://www.onlc.com/outline.asp?loc=WASE&ccode=WAA211
